"c","h","l","n","o","t","v","vw"
193.25,193.33,193.16,411,193.18,"2024-06-11T13:26:00Z",29407,193.209871
193.47,193.47,193.13,525,193.21,"2024-06-11T13:27:00Z",46222,193.223072
193.61,193.78,193.37,422,193.37,"2024-06-11T13:28:00Z",32666,193.611057
193.6881,193.7297,193.61,300,193.67,"2024-06-11T13:29:00Z",18748,193.658095
194.305,194.59,193.63,14109,193.69,"2024-06-11T13:30:00Z",1881753,193.89507
194.39,194.5,194.07,5951,194.28,"2024-06-11T13:31:00Z",471330,194.279391
195.101,195.33,194.3601,8749,194.41,"2024-06-11T13:32:00Z",927033,195.027904
195.53,195.56,194.94,6184,195.13,"2024-06-11T13:33:00Z",549412,195.181037
196.005,196.12,195.5313,8462,195.535,"2024-06-11T13:34:00Z",861821,195.834341
196.34,196.4594,195.9359,8354,195.98,"2024-06-11T13:35:00Z",780483,196.282767
196.575,196.79,196.11,7754,196.34,"2024-06-11T13:36:00Z",795238,196.519224
197.17,197.1891,196.58,8614,196.58,"2024-06-11T13:37:00Z",888837,196.922249
197.582,197.59,196.88,10003,197.18,"2024-06-11T13:38:00Z",1011932,197.25426
196.98,197.58,196.88,10203,197.58,"2024-06-11T13:39:00Z",978295,197.22039
197.282,197.73,196.94,7773,196.97,"2024-06-11T13:40:00Z",716025,197.391993
197.305,197.33,197.0201,4491,197.28,"2024-06-11T13:41:00Z",448441,197.170613
197.32,197.46,196.98,5556,197.3111,"2024-06-11T13:42:00Z",506301,197.261528
197.504,197.64,197.13,5796,197.3357,"2024-06-11T13:43:00Z",615158,197.391882
197.08,197.7,196.91,6412,197.505,"2024-06-11T13:44:00Z",611172,197.254603
197.58,197.68,197.01,5717,197.05,"2024-06-11T13:45:00Z",572150,197.450055
197.74,197.93,197.51,7236,197.57,"2024-06-11T13:46:00Z",636447,197.793985
197.61,197.95,197.34,5733,197.73,"2024-06-11T13:47:00Z",522921,197.659865
197.77,197.855,197.13,4406,197.57,"2024-06-11T13:48:00Z",435426,197.644003
197.765,197.85,197.48,4602,197.78,"2024-06-11T13:49:00Z",345726,197.692873
197.99,198,197.65,6734,197.75,"2024-06-11T13:50:00Z",587533,197.865615
197.97,198.18,197.83,8657,197.99,"2024-06-11T13:51:00Z",966704,197.989406
198.12,198.37,197.9426,6192,197.97,"2024-06-11T13:52:00Z",568041,198.215236
198.04,198.25,197.9698,4064,198.12,"2024-06-11T13:53:00Z",336007,198.141151
198.1599,198.19,197.7344,5264,198.045,"2024-06-11T13:54:00Z",448238,197.977464
198.22,198.23,197.9601,4114,198.1,"2024-06-11T13:55:00Z",313709,198.122942
198.44,198.46,198.17,4708,198.21,"2024-06-11T13:56:00Z",492233,198.333973
198.4738,198.49,198.3702,3446,198.44,"2024-06-11T13:57:00Z",284912,198.432169
198.8,198.8998,198.46,7153,198.475,"2024-06-11T13:58:00Z",636704,198.733342
199.13,199.149,198.67,9943,198.79,"2024-06-11T13:59:00Z",943197,198.97007
199.3058,199.33,199.1,6283,199.1316,"2024-06-11T14:00:00Z",630892,199.243244
199.57,199.68,199.29,8961,199.29,"2024-06-11T14:01:00Z",1013182,199.513411
199.76,199.87,199.46,7030,199.57,"2024-06-11T14:02:00Z",713803,199.73659
199.4801,199.87,199.44,5972,199.74,"2024-06-11T14:03:00Z",599277,199.751103
199.61,199.77,199.45,4774,199.5195,"2024-06-11T14:04:00Z",448800,199.643252
199.6201,199.745,199.33,6867,199.61,"2024-06-11T14:05:00Z",657680,199.586625
199.43,199.66,199.28,6568,199.63,"2024-06-11T14:06:00Z",571183,199.464927
199.07,199.42,198.87,7449,199.42,"2024-06-11T14:07:00Z",680062,199.083984
199.3499,199.44,199.03,5509,199.085,"2024-06-11T14:08:00Z",502400,199.253501
199.53,199.55,199.23,4375,199.32,"2024-06-11T14:09:00Z",413303,199.384925
199.48,199.83,199.47,6006,199.56,"2024-06-11T14:10:00Z",794611,199.695262
199.79,199.87,199.46,5486,199.48,"2024-06-11T14:11:00Z",608597,199.721524
199.7148,199.79,199.63,3169,199.78,"2024-06-11T14:12:00Z",247538,199.717116
199.76,199.84,199.58,4284,199.71,"2024-06-11T14:13:00Z",404950,199.705115
199.812,199.85,199.61,4935,199.7695,"2024-06-11T14:14:00Z",490193,199.75551
199.915,199.99,199.73,8235,199.805,"2024-06-11T14:15:00Z",1051136,199.917458
199.7801,200.33,199.7,27957,199.91,"2024-06-11T14:16:00Z",3206716,200.009936
199.44,199.87,199.35,8847,199.8,"2024-06-11T14:17:00Z",909431,199.584172
199.33,199.51,199.19,6223,199.44,"2024-06-11T14:18:00Z",640554,199.3368
199.31,199.3899,199.19,4102,199.32,"2024-06-11T14:19:00Z",425090,199.307643
199.44,199.47,199.23,3727,199.305,"2024-06-11T14:20:00Z",385178,199.335853
199.51,199.65,199.435,4755,199.435,"2024-06-11T14:21:00Z",468075,199.542249
199.61,199.65,199.45,2851,199.53,"2024-06-11T14:22:00Z",266787,199.563473
199.46,199.63,199.2601,3781,199.62,"2024-06-11T14:23:00Z",324369,199.448912
199.59,199.71,199.47,3036,199.47,"2024-06-11T14:24:00Z",248159,199.606293
199.6998,199.75,199.43,2886,199.59,"2024-06-11T14:25:00Z",229333,199.63578
199.8976,199.98,199.69,4343,199.69,"2024-06-11T14:26:00Z",447073,199.864773
200.47,200.6,199.83,12574,199.88,"2024-06-11T14:27:00Z",1398893,200.214429
200.85,200.89,200.445,8057,200.4673,"2024-06-11T14:28:00Z",814455,200.708658
200.92,201.05,200.82,10057,200.85,"2024-06-11T14:29:00Z",867467,200.932291
201.28,201.49,200.8878,10842,200.93,"2024-06-11T14:30:00Z",943352,201.186974
201.4899,201.6,201.14,9101,201.28,"2024-06-11T14:31:00Z",869747,201.400419
201.24,201.63,201.08,7781,201.4898,"2024-06-11T14:32:00Z",709939,201.308437
201.05,201.25,200.88,6563,201.25,"2024-06-11T14:33:00Z",542003,201.038022
201.12,201.25,201.01,6369,201.05,"2024-06-11T14:34:00Z",346889,201.145739
201.01,201.13,200.96,5697,201.11,"2024-06-11T14:35:00Z",361781,201.043036
200.98,201.19,200.92,6458,201.005,"2024-06-11T14:36:00Z",443449,201.080383
201.18,201.28,200.96,5710,200.98,"2024-06-11T14:37:00Z",436113,201.18405
201.49,201.5547,201.1,6065,201.175,"2024-06-11T14:38:00Z",518407,201.351233
201.9401,201.95,201.4,7494,201.525,"2024-06-11T14:39:00Z",671091,201.730713
202.065,202.22,201.91,10702,201.95,"2024-06-11T14:40:00Z",1061080,202.047711
202.175,202.34,202.01,6151,202.07,"2024-06-11T14:41:00Z",554457,202.164546
202.4,202.43,202.1,6443,202.175,"2024-06-11T14:42:00Z",546267,202.298166
202.665,202.75,202.27,7891,202.41,"2024-06-11T14:43:00Z",797810,202.480978
202.175,202.86,202.15,9455,202.6602,"2024-06-11T14:44:00Z",923724,202.412207
202.04,202.29,201.98,6532,202.1714,"2024-06-11T14:45:00Z",541630,202.152862
202.36,202.39,202,6839,202.045,"2024-06-11T14:46:00Z",432584,202.250558
202.39,202.5336,202.34,6423,202.36,"2024-06-11T14:47:00Z",392783,202.436487
202.41,202.445,202.19,5531,202.39,"2024-06-11T14:48:00Z",390090,202.332428
202.74,202.81,202.4,7261,202.4,"2024-06-11T14:49:00Z",562172,202.662455
202.9,202.98,202.4,8785,202.73,"2024-06-11T14:50:00Z",706389,202.785073
202.86,203.08,202.76,9088,202.89,"2024-06-11T14:51:00Z",664167,202.924651
203.2149,203.24,202.84,7646,202.86,"2024-06-11T14:52:00Z",562488,203.068788
203.44,203.45,203.19,8599,203.21,"2024-06-11T14:53:00Z",741989,203.300755
203.4,203.8,203.21,11446,203.45,"2024-06-11T14:54:00Z",1105648,203.432683
203.32,203.4699,203.11,6743,203.405,"2024-06-11T14:55:00Z",458932,203.287359
203.4841,203.52,203.21,6678,203.33,"2024-06-11T14:56:00Z",442939,203.373348
203.4,203.48,203.17,6831,203.48,"2024-06-11T14:57:00Z",503651,203.311075
203.2321,203.4,203.16,5579,203.39,"2024-06-11T14:58:00Z",504029,203.231532
203.24,203.43,203.09,7056,203.23,"2024-06-11T14:59:00Z",583603,203.237443
203.07,203.28,202.93,8397,203.235,"2024-06-11T15:00:00Z",755084,203.119603
203.52,203.68,203.03,7455,203.075,"2024-06-11T15:01:00Z",694203,203.445613
203.85,203.96,203.52,8881,203.53,"2024-06-11T15:02:00Z",832558,203.824983
203.36,203.85,203.36,7375,203.823,"2024-06-11T15:03:00Z",620476,203.626519
203.333,203.47,203.14,6155,203.375,"2024-06-11T15:04:00Z",479022,203.301214
203.275,203.39,203.17,5050,203.32,"2024-06-11T15:05:00Z",333509,203.278518
203.2717,203.5,203.25,5344,203.27,"2024-06-11T15:06:00Z",407777,203.383661
202.96,203.3553,202.8,8273,203.27,"2024-06-11T15:07:00Z",634350,203.029055
202.58,202.97,202.53,8463,202.955,"2024-06-11T15:08:00Z",703146,202.680994
202.56,202.59,202.39,7075,202.575,"2024-06-11T15:09:00Z",512521,202.513546
202.8601,203.01,202.48,6954,202.57,"2024-06-11T15:10:00Z",466597,202.754361
202.66,202.97,202.58,5923,202.8699,"2024-06-11T15:11:00Z",356181,202.803442
202.805,202.87,202.63,5665,202.66,"2024-06-11T15:12:00Z",324621,202.783066
202.56,202.88,202.55,5629,202.81,"2024-06-11T15:13:00Z",351658,202.718281
202.73,202.88,202.5508,5082,202.57,"2024-06-11T15:14:00Z",250597,202.741647
202.705,202.73,202.59,4742,202.72,"2024-06-11T15:15:00Z",263704,202.660082
202.73,202.775,202.64,4792,202.7,"2024-06-11T15:16:00Z",333279,202.701993
202.3651,202.76,202.32,5963,202.7181,"2024-06-11T15:17:00Z",497586,202.546808
202.735,202.77,202.25,5564,202.365,"2024-06-11T15:18:00Z",391693,202.504247
202.98,203.14,202.62,6615,202.72,"2024-06-11T15:19:00Z",510708,202.860042
203.015,203.24,202.87,6756,203,"2024-06-11T15:20:00Z",528480,203.031197
203.01,203.03,202.89,5109,203.02,"2024-06-11T15:21:00Z",354252,202.984414
203.48,203.55,202.99,7186,203.02,"2024-06-11T15:22:00Z",1031893,203.208718
203.55,203.56,203.31,4795,203.48,"2024-06-11T15:23:00Z",340814,203.456726
203.59,203.7,203.49,5266,203.49,"2024-06-11T15:24:00Z",380266,203.610061
203.76,203.95,203.54,6707,203.58,"2024-06-11T15:25:00Z",656174,203.772502
203.95,203.95,203.645,5202,203.78,"2024-06-11T15:26:00Z",447002,203.811217
204.32,204.38,203.9,11364,203.94,"2024-06-11T15:27:00Z",1032888,204.104447
204.5,204.51,204.25,7155,204.3332,"2024-06-11T15:28:00Z",733661,204.386416
204.4099,204.5,204.33,5129,204.49,"2024-06-11T15:29:00Z",379178,204.401231
204.6332,204.79,204.3801,8401,204.395,"2024-06-11T15:30:00Z",824375,204.569462
204.95,204.96,204.62,7348,204.66,"2024-06-11T15:31:00Z",738957,204.800633
205.14,205.25,204.85,14796,204.9501,"2024-06-11T15:32:00Z",1606158,205.006191
205.015,205.33,204.97,7925,205.14,"2024-06-11T15:33:00Z",860846,205.163168
205.231,205.42,204.98,6566,205,"2024-06-11T15:34:00Z",632734,205.171263
205.09,205.29,204.7,7284,205.26,"2024-06-11T15:35:00Z",667651,205.024996
205.0732,205.25,204.93,5526,205.07,"2024-06-11T15:36:00Z",465442,205.097416
205.05,205.15,204.8335,5159,205.07,"2024-06-11T15:37:00Z",411000,205.001788
205.39,205.45,204.97,6261,205.05,"2024-06-11T15:38:00Z",552369,205.276521
205.2,205.408,205.05,3513,205.3901,"2024-06-11T15:39:00Z",570861,205.224997
204.996,205.21,204.9,4130,205.21,"2024-06-11T15:40:00Z",418555,205.033958
204.73,205.01,204.64,4263,204.99,"2024-06-11T15:41:00Z",544361,204.811261
204.46,204.78,204.46,4738,204.73,"2024-06-11T15:42:00Z",528340,204.62227
204.31,204.63,204.24,5083,204.46,"2024-06-11T15:43:00Z",628444,204.365749
204.53,204.625,204.13,4482,204.3076,"2024-06-11T15:44:00Z",566899,204.353817
204.3901,204.65,204.35,3011,204.5399,"2024-06-11T15:45:00Z",310747,204.531936
204.4,204.5,204.145,3173,204.3901,"2024-06-11T15:46:00Z",341207,204.345191
204.56,204.58,204.32,2614,204.39,"2024-06-11T15:47:00Z",319581,204.456204
204.41,204.62,204.14,4473,204.56,"2024-06-11T15:48:00Z",431280,204.402216
204.4495,204.52,204.31,2499,204.4,"2024-06-11T15:49:00Z",233482,204.433301
204.185,204.47,204.18,3307,204.44,"2024-06-11T15:50:00Z",306819,204.326807
204.335,204.335,204.02,3922,204.19,"2024-06-11T15:51:00Z",455082,204.140513
204.74,204.8799,204.31,3826,204.32,"2024-06-11T15:52:00Z",420372,204.624369
204.62,204.75,204.62,2544,204.74,"2024-06-11T15:53:00Z",263139,204.69731
204.52,204.73,204.38,2653,204.63,"2024-06-11T15:54:00Z",277901,204.529628
204.2501,204.515,204.19,2898,204.4778,"2024-06-11T15:55:00Z",261403,204.306993
204.48,204.48,204.21,2520,204.251,"2024-06-11T15:56:00Z",255989,204.350856
204.5501,204.69,204.47,2443,204.485,"2024-06-11T15:57:00Z",281322,204.591771
204.435,204.5631,204.41,1987,204.56,"2024-06-11T15:58:00Z",170939,204.505711
204.3299,204.5,204.2709,2046,204.445,"2024-06-11T15:59:00Z",199390,204.379245
204.4601,204.5,204.3,2137,204.33,"2024-06-11T16:00:00Z",171782,204.409006
204.25,204.47,204.25,2183,204.46,"2024-06-11T16:01:00Z",231630,204.355417
204.13,204.255,203.83,4491,204.25,"2024-06-11T16:02:00Z",482936,204.042038
203.9668,204.1394,203.92,2760,204.1394,"2024-06-11T16:03:00Z",296057,204.016317
203.97,204.13,203.91,3163,203.97,"2024-06-11T16:04:00Z",314958,204.020266
204.0401,204.05,203.85,2917,203.97,"2024-06-11T16:05:00Z",308443,203.960345
203.74,204.0799,203.73,3038,204.05,"2024-06-11T16:06:00Z",281122,203.861919
203.625,203.86,203.61,2948,203.74,"2024-06-11T16:07:00Z",280582,203.729408
203.51,203.71,203.45,3554,203.625,"2024-06-11T16:08:00Z",347969,203.593872
203.73,203.75,203.49,2653,203.51,"2024-06-11T16:09:00Z",284380,203.647163
204.06,204.0751,203.71,3295,203.73,"2024-06-11T16:10:00Z",681041,203.896812
204.175,204.21,204.05,2830,204.07,"2024-06-11T16:11:00Z",304195,204.130204
204.41,204.48,204.14,3501,204.18,"2024-06-11T16:12:00Z",405875,204.316921
204.412,204.44,204.34,2693,204.4092,"2024-06-11T16:13:00Z",255520,204.384572
204.4922,204.59,204.39,2874,204.39,"2024-06-11T16:14:00Z",298794,204.482192
204.48,204.54,204.16,3090,204.5,"2024-06-11T16:15:00Z",337647,204.361849
204.695,204.73,204.34,4194,204.5,"2024-06-11T16:16:00Z",542802,204.590941
204.74,204.785,204.56,3297,204.69,"2024-06-11T16:17:00Z",356305,204.687255
204.7004,204.83,204.67,3063,204.75,"2024-06-11T16:18:00Z",313501,204.762376
204.41,204.72,204.37,2856,204.7,"2024-06-11T16:19:00Z",337000,204.536365
204.516,204.56,204.31,2288,204.4,"2024-06-11T16:20:00Z",233138,204.420934
204.49,204.57,204.35,1924,204.52,"2024-06-11T16:21:00Z",164210,204.46605
204.36,204.54,204.35,1625,204.4914,"2024-06-11T16:22:00Z",203752,204.429969
204.205,204.43,204.2,2123,204.3699,"2024-06-11T16:23:00Z",198566,204.284311
204.28,204.34,204.1,2374,204.2,"2024-06-11T16:24:00Z",270163,204.197814
204.2496,204.35,204.15,1708,204.295,"2024-06-11T16:25:00Z",183966,204.241717
204.345,204.36,204.17,1808,204.24,"2024-06-11T16:26:00Z",160604,204.247206
204.3487,204.37,204.16,1917,204.345,"2024-06-11T16:27:00Z",196025,204.278211
204.36,204.48,204.32,2008,204.355,"2024-06-11T16:28:00Z",215857,204.392208
204.225,204.365,204.2204,1843,204.3522,"2024-06-11T16:29:00Z",170676,204.290438
204.24,204.29,204.15,1786,204.2476,"2024-06-11T16:30:00Z",145237,204.221283
204.1625,204.32,204.12,1752,204.24,"2024-06-11T16:31:00Z",130647,204.242169
204.18,204.23,204.12,1599,204.1695,"2024-06-11T16:32:00Z",297317,204.179159
204.11,204.19,204.09,1679,204.19,"2024-06-11T16:33:00Z",128852,204.149455
204.0716,204.25,204,2432,204.11,"2024-06-11T16:34:00Z",201380,204.102869
204.07,204.14,203.99,2075,204.0701,"2024-06-11T16:35:00Z",232853,204.052631
204.2836,204.32,204.06,1825,204.06,"2024-06-11T16:36:00Z",193218,204.226092
204.205,204.29,204.14,1652,204.284,"2024-06-11T16:37:00Z",178081,204.22159
204.045,204.205,204.02,1749,204.2,"2024-06-11T16:38:00Z",172633,204.078639
203.853,204.0455,203.81,3103,204.04,"2024-06-11T16:39:00Z",350523,203.933957
204.0261,204.05,203.8,1748,203.85,"2024-06-11T16:40:00Z",180631,203.943237
204.2752,204.3,204,2506,204.027,"2024-06-11T16:41:00Z",240044,204.135156
204.205,204.3,204.16,1479,204.29,"2024-06-11T16:42:00Z",117676,204.228776
204.25,204.26,204.16,1219,204.19,"2024-06-11T16:43:00Z",861106,204.212826
204.41,204.61,204.24,2965,204.25,"2024-06-11T16:44:00Z",335704,204.463334
204.3899,204.51,204.335,2360,204.4129,"2024-06-11T16:45:00Z",331727,204.412768
204.33,204.54,204.3201,2164,204.3799,"2024-06-11T16:46:00Z",189407,204.440671
204.175,204.34,204.11,1875,204.33,"2024-06-11T16:47:00Z",194057,204.203627
204.27,204.32,204.1368,2181,204.175,"2024-06-11T16:48:00Z",206216,204.233024
204.43,204.5,204.21,2266,204.26,"2024-06-11T16:49:00Z",237099,204.394103
204.48,204.48,204.29,2229,204.42,"2024-06-11T16:50:00Z",229326,204.412716
204.4399,204.59,204.42,1829,204.47,"2024-06-11T16:51:00Z",209999,204.511718
204.655,204.66,204.43,2093,204.44,"2024-06-11T16:52:00Z",232054,204.554115
204.71,204.77,204.51,2243,204.6545,"2024-06-11T16:53:00Z",265897,204.647018
204.86,204.88,204.68,2143,204.7197,"2024-06-11T16:54:00Z",347527,204.803034
204.96,204.99,204.78,3006,204.865,"2024-06-11T16:55:00Z",360978,204.905905
204.93,204.99,204.885,1746,204.96,"2024-06-11T16:56:00Z",219775,204.940169
204.905,204.98,204.85,1637,204.9334,"2024-06-11T16:57:00Z",152794,204.912964
204.94,204.98,204.89,1437,204.9012,"2024-06-11T16:58:00Z",146310,204.931528
205.04,205.07,204.92,6381,204.9301,"2024-06-11T16:59:00Z",692744,204.99463
204.73,205.07,204.7114,2514,205.0499,"2024-06-11T17:00:00Z",276364,204.924939
204.9399,204.95,204.72,2359,204.73,"2024-06-11T17:01:00Z",290424,204.815545
204.9868,205.09,204.89,2658,204.94,"2024-06-11T17:02:00Z",277780,204.987633
205.375,205.39,204.97,3909,204.9899,"2024-06-11T17:03:00Z",466104,205.181899
205.3519,205.39,205.27,2982,205.375,"2024-06-11T17:04:00Z",363047,205.337693
205.28,205.4,205.23,2268,205.36,"2024-06-11T17:05:00Z",252030,205.331756
205.25,205.35,205.23,2180,205.28,"2024-06-11T17:06:00Z",209363,205.293985
205.295,205.3,205.12,2131,205.24,"2024-06-11T17:07:00Z",199843,205.188484
205.2701,205.3,205.19,1588,205.3,"2024-06-11T17:08:00Z",134833,205.253628
205.27,205.37,205.2,1991,205.275,"2024-06-11T17:09:00Z",211304,205.279373
205.37,205.4,205.2,1781,205.28,"2024-06-11T17:10:00Z",170737,205.303928
205.61,205.65,205.3701,4739,205.38,"2024-06-11T17:11:00Z",513587,205.528767
205.775,205.8,205.62,3893,205.62,"2024-06-11T17:12:00Z",427286,205.736809
205.77,205.85,205.665,2667,205.77,"2024-06-11T17:13:00Z",275652,205.770288
205.78,205.8,205.69,1685,205.77,"2024-06-11T17:14:00Z",160321,205.754465
205.91,205.94,205.79,2467,205.795,"2024-06-11T17:15:00Z",262868,205.872617
205.835,205.94,205.8,2193,205.91,"2024-06-11T17:16:00Z",264726,205.870958
205.7744,206.03,205.71,5471,205.83,"2024-06-11T17:17:00Z",525002,205.927271
205.485,205.775,205.46,3022,205.775,"2024-06-11T17:18:00Z",394944,205.554803
205.46,205.51,205.41,2064,205.49,"2024-06-11T17:19:00Z",253487,205.462612
205.32,205.49,205.24,2640,205.47,"2024-06-11T17:20:00Z",283116,205.369233
205.3184,205.44,205.23,2638,205.3256,"2024-06-11T17:21:00Z",254793,205.329235
205.1711,205.32,205.08,2105,205.31,"2024-06-11T17:22:00Z",236401,205.183928
205.1416,205.1849,205,2638,205.16,"2024-06-11T17:23:00Z",340890,205.078848
205.1499,205.21,205.04,1737,205.16,"2024-06-11T17:24:00Z",210769,205.15329
205.18,205.23,205.11,1572,205.15,"2024-06-11T17:25:00Z",154532,205.181181
205.06,205.18,205.01,2094,205.18,"2024-06-11T17:26:00Z",221319,205.093983
205.088,205.1,205.01,1539,205.06,"2024-06-11T17:27:00Z",160287,205.053167
205.0101,205.11,204.98,1807,205.08,"2024-06-11T17:28:00Z",190997,205.042601
205.04,205.07,204.96,1639,205.015,"2024-06-11T17:29:00Z",151623,205.012746
205.03,205.15,204.85,2742,205.03,"2024-06-11T17:30:00Z",324640,205.000285
204.83,205.04,204.81,2150,205.0343,"2024-06-11T17:31:00Z",324729,204.885211
204.981,205,204.81,1630,204.82,"2024-06-11T17:32:00Z",157679,204.920717
205.045,205.11,204.97,1956,204.99,"2024-06-11T17:33:00Z",223606,205.052389
205.045,205.23,204.995,1829,205.02,"2024-06-11T17:34:00Z",175599,205.103315
205.39,205.41,205.01,2738,205.045,"2024-06-11T17:35:00Z",306191,205.23927
205.32,205.3968,205.23,2113,205.39,"2024-06-11T17:36:00Z",232456,205.331959
205.12,205.35,205.112,1675,205.3296,"2024-06-11T17:37:00Z",157981,205.239078
205.035,205.17,205.02,1566,205.12,"2024-06-11T17:38:00Z",160164,205.110203
205.05,205.05,204.95,1656,205.0332,"2024-06-11T17:39:00Z",162027,205.015538
204.97,205.14,204.95,1657,205.05,"2024-06-11T17:40:00Z",162525,205.032792
205.06,205.0732,204.89,1661,204.96,"2024-06-11T17:41:00Z",197025,204.968644
204.985,205.0575,204.93,1212,205.0575,"2024-06-11T17:42:00Z",119967,204.985901
204.96,205.03,204.925,1433,204.97,"2024-06-11T17:43:00Z",126474,204.970906
204.93,204.97,204.8,1661,204.95,"2024-06-11T17:44:00Z",187961,204.887329
204.8846,204.94,204.72,1717,204.94,"2024-06-11T17:45:00Z",189522,204.81519
204.869,204.89,204.8,1089,204.885,"2024-06-11T17:46:00Z",96826,204.829852
204.69,204.87,204.67,1563,204.85,"2024-06-11T17:47:00Z",173762,204.767136
204.67,204.73,204.65,1336,204.6854,"2024-06-11T17:48:00Z",138297,204.69669
204.645,204.7,204.61,1590,204.67,"2024-06-11T17:49:00Z",194135,204.655241
204.65,204.65,204.44,2961,204.6431,"2024-06-11T17:50:00Z",315356,204.545084
204.73,204.7399,204.53,1516,204.645,"2024-06-11T17:51:00Z",166237,204.649867
205.005,205.035,204.72,2987,204.74,"2024-06-11T17:52:00Z",409457,204.921478
205.14,205.18,204.99,1963,205.005,"2024-06-11T17:53:00Z",237198,205.076224
205.2039,205.34,205.145,2366,205.15,"2024-06-11T17:54:00Z",239929,205.276697
205.072,205.2,205,2039,205.2,"2024-06-11T17:55:00Z",203558,205.062888
205.08,205.105,205.05,1268,205.06,"2024-06-11T17:56:00Z",100195,205.075444
205.03,205.13,204.99,1999,205.08,"2024-06-11T17:57:00Z",177301,205.048178
204.925,205.04,204.9,1287,205.02,"2024-06-11T17:58:00Z",147901,204.964164
204.99,204.99,204.89,1397,204.92,"2024-06-11T17:59:00Z",133330,204.917164
204.9701,205.0499,204.86,1990,204.985,"2024-06-11T18:00:00Z",206866,204.949455
204.84,204.98,204.69,2613,204.97,"2024-06-11T18:01:00Z",298486,204.849644
204.7455,204.86,204.7399,1787,204.85,"2024-06-11T18:02:00Z",188522,204.801307
204.67,204.79,204.67,1451,204.75,"2024-06-11T18:03:00Z",160258,204.722921
204.77,204.87,204.6302,2088,204.67,"2024-06-11T18:04:00Z",207195,204.732237
204.875,204.89,204.74,1808,204.77,"2024-06-11T18:05:00Z",182241,204.823647
204.57,204.93,204.57,1743,204.8797,"2024-06-11T18:06:00Z",183390,204.754602
204.56,204.62,204.48,2034,204.58,"2024-06-11T18:07:00Z",208224,204.534686
204.53,204.59,204.47,1645,204.5499,"2024-06-11T18:08:00Z",171597,204.528869
204.5399,204.5499,204.48,1293,204.525,"2024-06-11T18:09:00Z",121185,204.519801
204.495,204.6199,204.48,1622,204.53,"2024-06-11T18:10:00Z",192384,204.547856
204.495,204.55,204.4601,1403,204.495,"2024-06-11T18:11:00Z",143596,204.514227
204.57,204.59,204.44,1818,204.4999,"2024-06-11T18:12:00Z",185638,204.52358
204.57,204.72,204.54,1743,204.58,"2024-06-11T18:13:00Z",181499,204.623802
204.615,204.65,204.525,1455,204.57,"2024-06-11T18:14:00Z",149694,204.58095
204.83,204.85,204.59,1727,204.615,"2024-06-11T18:15:00Z",179221,204.730452
205.03,205.04,204.81,3214,204.835,"2024-06-11T18:16:00Z",370925,204.924816
204.965,205.04,204.94,1486,205.03,"2024-06-11T18:17:00Z",213486,204.995292
204.955,205,204.92,1213,204.965,"2024-06-11T18:18:00Z",119243,204.959726
204.89,205,204.89,1462,204.94,"2024-06-11T18:19:00Z",151962,204.936852
204.98,205,204.875,1634,204.89,"2024-06-11T18:20:00Z",227053,204.961394
205.15,205.23,204.95,2713,204.985,"2024-06-11T18:21:00Z",275366,205.104728
205.1,205.2399,205.03,1488,205.16,"2024-06-11T18:22:00Z",137646,205.115258
205.12,205.2,205.0911,1267,205.105,"2024-06-11T18:23:00Z",129118,205.131827
205.1399,205.18,205.105,1521,205.13,"2024-06-11T18:24:00Z",144484,205.138292
205.185,205.24,205.13,1494,205.13,"2024-06-11T18:25:00Z",162275,205.189222
205.0837,205.19,205.0414,1642,205.185,"2024-06-11T18:26:00Z",147353,205.114769
205.03,205.15,205.0259,1611,205.08,"2024-06-11T18:27:00Z",142790,205.09255
205.015,205.09,204.96,1654,205.03,"2024-06-11T18:28:00Z",170826,205.041783
205.08,205.2,205.01,1750,205.03,"2024-06-11T18:29:00Z",159366,205.104902
205,205.13,205,1750,205.09,"2024-06-11T18:30:00Z",153938,205.074004
205.29,205.3162,204.94,2271,205.01,"2024-06-11T18:31:00Z",219165,205.131213
205.4393,205.4393,205.21,2291,205.2921,"2024-06-11T18:32:00Z",222617,205.298869
205.49,205.58,205.29,4015,205.43,"2024-06-11T18:33:00Z",425428,205.482492
205.605,205.75,205.49,2779,205.4901,"2024-06-11T18:34:00Z",358980,205.644656
205.69,205.7066,205.598,1796,205.61,"2024-06-11T18:35:00Z",188669,205.666643
205.695,205.79,205.67,2307,205.685,"2024-06-11T18:36:00Z",278135,205.751445
205.6528,205.6999,205.53,2378,205.69,"2024-06-11T18:37:00Z",241361,205.615836
205.6,205.71,205.54,2090,205.66,"2024-06-11T18:38:00Z",197746,205.618162
205.655,205.71,205.54,1409,205.59,"2024-06-11T18:39:00Z",134431,205.622179
205.66,205.69,205.61,1586,205.66,"2024-06-11T18:40:00Z",134139,205.64053
205.72,205.8,205.66,1817,205.662,"2024-06-11T18:41:00Z",182657,205.730148
205.6501,205.79,205.56,2347,205.72,"2024-06-11T18:42:00Z",243851,205.680041
205.79,205.805,205.59,1736,205.655,"2024-06-11T18:43:00Z",196972,205.729976
205.645,205.83,205.58,1818,205.8,"2024-06-11T18:44:00Z",183618,205.702364
205.625,205.73,205.58,1952,205.65,"2024-06-11T18:45:00Z",187724,205.649794
205.64,205.69,205.56,1782,205.62,"2024-06-11T18:46:00Z",181332,205.630306
